store_nbr,city,store_type,promotion_bin,baseline_row_count,baseline_squared_log_error_sum,baseline_mean_actual_sales,baseline_mean_predicted_sales,baseline_mean_signed_error,baseline_mean_onpromotion,baseline_rmsle,baseline_error_share,experiment_row_count,experiment_squared_log_error_sum,experiment_mean_actual_sales,experiment_mean_predicted_sales,experiment_mean_signed_error,experiment_mean_onpromotion,experiment_rmsle,experiment_error_share,rmsle_delta,mean_predicted_sales_delta,mean_signed_error_delta
24,Guayaquil,D,0,16,0.6345585015702521,0.0,0.2146509153081261,0.2146509153081261,0.0,0.1991479509011849,0.0009781589936113692,16,0.7023780186598086,0.0,0.2274376315762305,0.2274376315762305,0.0,0.20951998989652046,0.001716327932040887,0.010372038995335564,0.012786716268104403,0.012786716268104403
40,Machala,C,0,16,0.5999306588831657,0.0,0.20748300292275132,0.20748300292275132,0.0,0.19363797711244005,0.0009247808800569591,16,0.6162829633290527,0.0,0.2111168714193542,0.2111168714193542,0.0,0.19625922961243325,0.001505946421872426,0.002621252499993204,0.0036338684966028822,0.0036338684966028822
13,Latacunga,C,0,9,0.5966963034519348,0.0,0.2447679652093021,0.2447679652093021,0.0,0.25748706622360124,0.000919795187097578,9,0.4761916541296811,0.0,0.20895777936966153,0.20895777936966153,0.0,0.23002213761328885,0.0011636198959457734,-0.027464928610312384,-0.035810185839640574,-0.035810185839640574
10,Quito,C,0,11,0.5775043060151,0.0,0.23524054367096675,0.23524054367096675,0.0,0.22912963897304553,0.0008902111143103538,11,0.41164659060825937,0.0,0.1929181799270687,0.1929181799270687,0.0,0.19344874599754733,0.0010058978538913434,-0.0356808929754982,-0.042322363743898056,-0.042322363743898056
2,Quito,D,0,16,0.5681457362832676,0.0,0.19537475613241534,0.19537475613241534,0.0,0.1884386067601441,0.0008757850698591669,16,0.7066632791560428,0.0,0.2249638098759942,0.2249638098759942,0.0,0.21015816650145355,0.001726799376320695,0.021719559741309458,0.02958905374357887,0.02958905374357887
6,Quito,D,0,16,0.5624470652547452,0.0,0.19435581356965564,0.19435581356965564,0.0,0.18749117733488574,0.0008670006846458445,16,0.6766619752102543,0.0,0.22005885671267522,0.22005885671267522,0.0,0.2056486650835373,0.0016534883178993963,0.018157487748651557,0.025703043143019577,0.025703043143019577
23,Ambato,D,0,16,0.5371958797415081,0.0,0.19503284465681442,0.19503284465681442,0.0,0.18323411932236924,0.0008280764969657468,16,0.550194876337699,0.0,0.19789370010805632,0.19789370010805632,0.0,0.18543780566838627,0.0013444538542450404,0.002203686346017031,0.0028608554512419004,0.0028608554512419004
33,Quevedo,C,0,16,0.527155074867707,0.0,0.19230995149632366,0.19230995149632366,0.0,0.1815136143082157,0.0008125988009517442,16,0.5581435306244652,0.0,0.19884362003276485,0.19884362003276485,0.0,0.1867725104613339,0.0013638771519737254,0.005258896153118198,0.0065336685364411895,0.0065336685364411895
54,El Carmen,C,0,16,0.5082583901440018,0.0,0.1886843602976918,0.1886843602976918,0.0,0.17823060731535453,0.0007834699466913549,16,0.5493006371699971,0.0,0.19677403262721663,0.19677403262721663,0.0,0.1852870471002353,0.0013422686952271367,0.007056439784880769,0.008089672329524816,0.008089672329524816
16,Santo Domingo,C,0,16,0.49524947211101195,0.0,0.18612880250574923,0.18612880250574923,0.0,0.17593490843757598,0.0007634169647525205,16,0.5106980676423665,0.0,0.18867371347734282,0.18867371347734282,0.0,0.17865785520835042,0.0012479396208986977,0.002722946770774448,0.0025449109715935947,0.0025449109715935947
32,Guayaquil,C,0,16,0.4944110486981617,0.0,0.18625103974762125,0.18625103974762125,0.0,0.17578592248423963,0.0007621245521543056,16,0.5346962277767352,0.0,0.1943782949599553,0.1943782949599553,0.0,0.1828073145036761,0.0013065814226948277,0.007021392019436468,0.00812725521233404,0.00812725521233404
15,Ibarra,C,0,9,0.31839009563928766,0.0,0.19727806827464503,0.19727806827464503,0.0,0.1880868876164795,0.0004907918415019046,9,0.2279052499439656,0.0,0.1658724626359305,0.1658724626359305,0.0,0.15913140968812384,0.0005569082971644695,-0.02895547792835565,-0.03140560563871453,-0.03140560563871453
12,Latacunga,C,0,7,0.2409611496736736,0.0,0.19098700900145868,0.19098700900145868,0.0,0.1855344210165687,0.00037143669981725856,7,0.1676639494446641,0.0,0.15926598565022884,0.15926598565022884,0.0,0.1547643136443578,0.0004097029120832233,-0.030770107372210892,-0.03172102335122984,-0.03172102335122984
19,Guaranda,C,0,7,0.22799609747243704,0.0,0.18402670568928,0.18402670568928,0.0,0.18047401770751104,0.0003514513361637918,7,0.15643396597066625,0.0,0.15161155823583322,0.15161155823583322,0.0,0.1494915028500981,0.00038226137234148003,-0.030982514857412935,-0.032415147453446785,-0.032415147453446785
