store_nbr,city,state,store_type,cluster,promotion_bin,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
32,Guayaquil,Guayas,C,3,0,16,32,0.17578592248423963,0.19260102100385673,-0.0168150985196171,-0.00619446274809295,0.0,0.0007621245521543056,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.18625103974762125,0.18625103974762125,0.0
22,Puyo,Pastaza,C,7,0,10,32,0.2724785835998095,0.2899157876692385,-0.017437204069429002,-0.009806585419316616,0.0,0.0011444650418686345,0.011574074074074073,0.018518518518518517,False,0.9,0.1,0.2729093842824334,0.17290938428243335,0.0
29,Guayaquil,Guayas,E,10,0,16,31,0.6095024393247922,0.629887274832971,-0.020384835508178822,-0.025264755453634713,0.0,0.009162387689076686,0.018518518518518517,0.017939814814814815,False,0.1875,1.875,1.7538894534553817,-0.12111054654461817,0.0
25,Salinas,Santa Elena,D,1,0,16,32,0.5328394116632938,0.554345800087219,-0.02150638842392516,-0.023381427452653814,0.0,0.007002456961361987,0.018518518518518517,0.018518518518518517,False,0.4375,1.0625,0.7565052522777066,-0.30599474772229346,0.0
41,Machala,El Oro,D,4,0,16,32,0.4739615443271723,0.496773702786363,-0.022812158459190712,-0.0221445662790756,0.0,0.005540436475661843,0.018518518518518517,0.018518518518518517,False,0.625,0.5625,0.4772105650871719,-0.08528943491282806,0.0
21,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0,16,32,0.5398590799028784,0.6045620246793992,-0.06470294477652083,-0.07404741553087207,0.0,0.007188174117662134,0.018518518518518517,0.018518518518518517,False,0.875,0.375,0.6434564442719846,0.2684564442719845,0.0
37,Cuenca,Azuay,D,2,0,16,32,0.20143128996886736,0.26881825660279557,-0.06738696663392821,-0.031688690504444526,0.0,0.0010007178258555594,0.018518518518518517,0.018518518518518517,False,1.0,0.0,0.21781530135225255,0.21781530135225255,0.0
12,Latacunga,Cotopaxi,C,15,0,7,32,0.1855344210165687,0.26397391863145653,-0.07843949761488783,-0.03525920833569347,0.0,0.00037143669981725856,0.008101851851851851,0.018518518518518517,False,1.0,0.0,0.19098700900145868,0.19098700900145868,0.0
27,Daule,Guayas,D,1,0,16,32,0.5266579984904785,0.6317963934614823,-0.10513839497100386,-0.12179803541693929,0.0,0.006840929844692246,0.018518518518518517,0.018518518518518517,False,0.25,1.4375,1.269822047887083,-0.16767795211291703,0.0
39,Cuenca,Azuay,B,6,2-5,12,3,0.29756998700678766,0.4255816504168359,-0.12801166341004822,-0.09257184400429812,0.0,0.0016379373393972563,0.013888888888888888,0.001736111111111111,False,0.0,6.166666666666667,5.551183700638194,-0.6154829660284733,2.6666666666666665
5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,16,32,0.4644546624580897,0.6037955507046521,-0.13934088824656238,-0.1488509335716761,0.0,0.005320401679604328,0.018518518518518517,0.018518518518518517,False,0.375,0.9375,0.7528838057120545,-0.18461619428794554,0.0
53,Manta,Manabi,D,13,0,16,32,0.33798944130425457,0.511876401843189,-0.1738869605389345,-0.1477805883307679,0.0,0.002817500712433748,0.018518518518518517,0.018518518518518517,False,0.75,0.3125,0.2963872033732184,-0.01611279662678163,0.0
20,Quito,Pichincha,B,6,2-5,6,1,0.7078315941788618,1.1491768454223545,-0.4413452512434928,-0.8195818563370854,0.0,0.004633924171750984,0.006944444444444444,0.0005787037037037037,False,0.0,30.333333333333332,15.282423711712363,-15.050909621620969,4.166666666666667
18,Quito,Pichincha,B,16,6-10,15,2,0.5415177176085714,1.2063650762839753,-0.6648473586754039,-1.1620752587936451,0.0,0.006780385487930473,0.017361111111111112,0.0011574074074074073,False,0.0,48.266666666666666,62.36058897110891,14.093922304442247,7.266666666666667
