family,store_nbr,city,state,store_type,cluster,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
GROCERY I,18,Quito,Pichincha,B,16,16,32,0.09862981212048746,0.08959489367784026,0.0090349184426472,0.0017005948657791547,9.54318106497842e-07,3.050864120970396e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,2972.1030625,2933.132292733324,-38.9707697666762,59.625
BABY CARE,54,El Carmen,Manabi,C,3,16,32,0.18453952047090325,0.17990147485466493,0.004638045616238318,0.0016902939607472758,9.485375761769225e-07,0.00010680343713997187,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.1957336597539751,0.1957336597539751,0.0
"LIQUOR,WINE,BEER",50,Ambato,Tungurahua,A,14,16,32,0.2097451042709859,0.20568535301532231,0.004059751255663574,0.001686544320608975,9.464334010151375e-07,0.00013797173292227232,0.0005611672278338945,0.0005611672278338945,False,0.0,134.125,131.36753268100918,-2.7574673189908117,4.4375
EGGS,49,Quito,Pichincha,A,11,16,32,0.10726540537036168,0.09928317272977238,0.007982232640589296,0.001648718801978196,9.25206959583724e-07,3.608492529650433e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,469.125,491.854437266409,22.72943726640898,3.875
LAWN AND GARDEN,13,Latacunga,Cotopaxi,C,15,16,32,0.17524308702596592,0.1705062183477718,0.004736868678194117,0.0016377690551322328,9.190623205006918e-07,9.63137391812321e-05,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.18052385961546563,0.18052385961546563,0.0
BREAD/BAKERY,54,El Carmen,Manabi,C,3,16,32,0.1754979329903912,0.1709531607348436,0.004544772255547613,0.001574541318666578,8.835809869060482e-07,9.659406995467739e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,253.8125,261.99119714520054,8.178697145200555,10.5
DELI,48,Quito,Pichincha,A,14,16,32,0.11762857739260983,0.11080785561711268,0.006820721775497154,0.001558101352946312,8.743554169171224e-07,4.339424565229623e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,679.612,712.1608767268079,32.54887672680797,15.875
LAWN AND GARDEN,39,Cuenca,Azuay,B,6,16,32,0.38174775984408976,0.3797144033118682,0.0020333565322215863,0.0015483240634927287,8.688687224987254e-07,0.00045704551156746265,0.0005611672278338945,0.0005611672278338945,False,0.0,14.4375,14.858426069339359,0.4209260693393584,0.5
BOOKS,34,Guayaquil,Guayas,B,6,16,32,0.21049925477315168,0.20691069296936274,0.003588561803788942,0.001497901394990328,8.405731733952458e-07,0.00013896568711728487,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.22799810539714035,0.22799810539714035,0.0
PET SUPPLIES,26,Guayaquil,Guayas,D,10,16,32,0.6395057219242322,0.6383855909748557,0.0011201309493764633,0.0014314056095174887,8.032579177988152e-07,0.0012826120717982714,0.0005611672278338945,0.0005611672278338945,False,0.125,2.0,2.6869439900493655,0.6869439900493656,0.0
SCHOOL AND OFFICE SUPPLIES,54,El Carmen,Manabi,C,3,16,32,0.17823060731535453,0.17429605216156654,0.003934555153787989,0.0013870355848925806,7.783589140811339e-07,9.962561783682168e-05,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.1886843602976918,0.1886843602976918,0.0
DAIRY,38,Loja,Loja,D,4,16,32,0.1810910289715806,0.17723804082482367,0.0038529881467569416,0.0013806376585639851,7.747686074994304e-07,0.00010284905998302737,0.0005611672278338945,0.0005611672278338945,False,0.0,764.625,833.877278293912,69.25227829391206,15.125
BABY CARE,37,Cuenca,Azuay,D,2,16,32,0.21065017120423613,0.20753326167909233,0.0031169095251437906,0.0013034399252113762,7.314477694788868e-07,0.00013916502011280198,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.22800673514635464,0.22800673514635464,0.0
PLAYERS AND ELECTRONICS,45,Quito,Pichincha,A,11,16,32,0.23369150045574416,0.23095141759050783,0.002740082865236332,0.00127316009819195,7.144557228911054e-07,0.00017127433419350798,0.0005611672278338945,0.0005611672278338945,False,0.0,31.0,30.341518876703603,-0.6584811232963965,0.0
MEATS,46,Quito,Pichincha,A,14,16,32,0.15099610800472663,0.14675103639917678,0.004245071605549849,0.0012639579483425638,7.092917779700133e-07,7.150525511082415e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,1110.052629375,1108.6479982587016,-1.404631116298404,6.125
DELI,45,Quito,Pichincha,A,11,16,32,0.09769168941904077,0.09121964694592238,0.006472042473118389,0.001222642192607596,6.861067298583592e-07,2.9931032190002432e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,741.6520624999999,784.9779586326235,43.32589613262347,15.625
PERSONAL CARE,46,Quito,Pichincha,A,14,16,32,0.12270405517717707,0.11761718814969237,0.005086867027484704,0.0012224822086835813,6.860169521232219e-07,4.721981543792037e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,804.375,819.0969332667745,14.721933266774535,10.5625
PERSONAL CARE,52,Manta,Manabi,A,11,16,32,0.19382842624381233,0.19076190868875187,0.0030665175550604606,0.001179353013577293,6.618142612667189e-07,0.00011782607018268245,0.0005611672278338945,0.0005611672278338945,False,0.0,377.5,397.09960702531896,19.599607025318942,10.5
DAIRY,11,Cayambe,Pichincha,B,6,16,32,0.1477391353781895,0.14369445338914508,0.004044681989044424,0.0011787561874898218,6.614793420257138e-07,6.845379972971594e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,666.4375,723.8225736579681,57.38507365796808,27.4375
DELI,5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,16,32,0.15787636918615475,0.15416990310292497,0.0037064660832297758,0.0011565889246377588,6.490398005823562e-07,7.817010833744178e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,225.9930625,248.5239698085826,22.53090730858259,13.3125
PRODUCE,29,Guayaquil,Guayas,E,10,16,32,0.1308971043186193,0.1267453881225348,0.0041517161960845095,0.0010696585086675259,6.002573000378933e-07,5.373614811930208e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,1329.9025625,1384.2980941884764,54.39553168847631,32.9375
SEAFOOD,3,Quito,Pichincha,D,8,16,32,0.16231884553935383,0.15965735010899612,0.0026614954303577076,0.0008569381734020443,4.808856191930664e-07,8.263125412320427e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,84.81031225,82.91290156034684,-1.8974106896531584,0.875
CELEBRATION,50,Ambato,Tungurahua,A,14,16,32,0.41974540974146374,0.41873741803489933,0.001007991706564404,0.000845183736495253,4.742894144193339e-07,0.000552558628169663,0.0005611672278338945,0.0005611672278338945,False,0.0,35.125,30.047473867003404,-5.077526132996596,0.0
PRODUCE,4,Quito,Pichincha,D,9,16,32,0.11360243181303395,0.10992670571706425,0.0036757260959696947,0.00082163188402898,4.610728866604826e-07,4.047452028728532e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,2258.4520625,2477.4173341136716,218.96527161367143,33.0
LAWN AND GARDEN,33,Quevedo,Los Rios,C,3,16,32,0.1797246521602674,0.17743479772128562,0.0022898544389817754,0.0008178431517355672,4.589467742623834e-07,0.00010130287183241667,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.18524186171369764,0.18524186171369764,0.0
PRODUCE,13,Latacunga,Cotopaxi,C,15,16,32,0.18783721963216324,0.18607294898262466,0.001764270649538574,0.000659678736051092,3.7019008757075865e-07,0.00011065467225958376,0.0005611672278338945,0.0005611672278338945,False,0.0,203.33100000000002,192.48530426238514,-10.845695737614854,10.5625
POULTRY,36,Libertad,Guayas,E,10,16,32,0.21516898641297103,0.2137487093534084,0.0014202770595626302,0.0006091819637374582,3.4185295383695746e-07,0.00014519972771308832,0.0005611672278338945,0.0005611672278338945,False,0.0,136.8479996875,119.35711586177744,-17.49088382572256,2.8125
PERSONAL CARE,50,Ambato,Tungurahua,A,14,16,32,0.1496982825018789,0.147674390089121,0.002023892412757883,0.0006018502958184645,3.3773866207545705e-07,7.02813490535243e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,557.5625,624.0303328077393,66.46783280773934,10.8125
SCHOOL AND OFFICE SUPPLIES,6,Quito,Pichincha,D,13,16,32,0.18749117733488574,0.18606160644839112,0.0014295708864946188,0.0005340201842655989,2.996746264116717e-07,0.00011024734163391841,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.19435581356965564,0.19435581356965564,0.0
BABY CARE,45,Quito,Pichincha,A,11,16,32,0.21335326334101648,0.21218707536870998,0.0011661879723064983,0.0004962600247345253,2.7848486236505346e-07,0.00014275950512867777,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.22722008246554323,0.22722008246554323,0.0
DELI,27,Daule,Guayas,D,1,16,32,0.1385961750939697,0.13688475801148872,0.0017114170824809871,0.00047146277481448576,2.6456945836952065e-07,6.024332639418939e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,298.0641875,313.0094002189981,14.9452127189981,12.0625
HARDWARE,49,Quito,Pichincha,A,11,16,32,0.6357625271018765,0.6353995745458327,0.00036295255604379406,0.00046137153393899233,2.589065847020159e-07,0.0012676410848314556,0.0005611672278338945,0.0005611672278338945,False,0.25,1.75,1.6534821448196708,-0.0965178551803291,0.0
SCHOOL AND OFFICE SUPPLIES,2,Quito,Pichincha,D,13,16,32,0.1884386067601441,0.18727271862286554,0.0011658881372785534,0.0004380373773052518,2.458122207100178e-07,0.00011136435934198711,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.19537475613241534,0.19537475613241534,0.0
PERSONAL CARE,4,Quito,Pichincha,D,9,16,32,0.1694588128474654,0.16821185637210398,0.0012469564753614104,0.00042106062752296156,2.3628542509706035e-07,9.006058695045028e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,244.6875,261.36281474860465,16.675314748604656,10.3125
LADIESWEAR,33,Quevedo,Los Rios,C,3,16,32,0.178990195680031,0.17787056503486123,0.0011196306451697613,0.0003995522437549859,2.2421562500279793e-07,0.00010047660204293413,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.18442636581001334,0.18442636581001334,0.0
BOOKS,37,Cuenca,Azuay,D,2,16,32,0.2133225980482253,0.21240029862850218,0.0009222994197231049,0.00039264398056777783,2.2033893410088543e-07,0.0001427184703927024,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.23136378645565808,0.23136378645565808,0.0
PRODUCE,51,Guayaquil,Guayas,A,17,16,32,0.11144937511090226,0.10967554801762971,0.001773827093272548,0.00039223737964319896,2.2011076298720482e-07,3.895486730941454e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,5623.1649375,5763.459486292474,140.294548792474,36.625
DAIRY,7,Quito,Pichincha,D,8,16,32,0.15470375658103694,0.15362087755156767,0.0010828790294692692,0.0003338782805709789,1.8736154914196348e-07,7.50599330890684e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,1222.0,1371.6261991581725,149.62619915817254,20.5625
LAWN AND GARDEN,19,Guaranda,Bolivar,C,15,16,32,0.18443201973073067,0.18358997851691214,0.000842041213818534,0.0003098896901163675,1.738999383369066e-07,0.00010667903989061211,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.1906393552536314,0.1906393552536314,0.0
POULTRY,5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,16,32,0.1526406645573017,0.15164631446845284,0.00099435008884885,0.0003025677846298057,1.697911249325509e-07,7.307131956719274e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,230.526311875,249.71044387000782,19.18413199500783,3.375
PERSONAL CARE,24,Guayaquil,Guayas,D,1,16,32,0.1434009574790399,0.14245765037296537,0.0009433071060745146,0.00026965245611937014,1.513201212791078e-07,6.449269953818881e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,283.75,303.8897382041557,20.139738204155734,9.1875
AUTOMOTIVE,51,Guayaquil,Guayas,A,17,16,32,0.37516840592690304,0.37488446876409615,0.00028393716280689096,0.0002129678851949257,1.1951059775248357e-07,0.0004414270776926489,0.0005611672278338945,0.0005611672278338945,False,0.0,8.3125,7.39350237618282,-0.9189976238171798,0.0
PERSONAL CARE,17,Quito,Pichincha,C,12,16,32,0.1347090086751283,0.1342565505291385,0.0004524581459897925,0.00012169565825267264,6.829161518107331e-08,5.691146092886906e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,290.375,296.55838724370074,6.183387243700734,7.25
PERSONAL CARE,3,Quito,Pichincha,D,8,16,32,0.1296652811761996,0.1293909698973779,0.000274311278821715,7.106205151874781e-05,3.98776944549651e-08,5.2729525848940485e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,555.0625,599.5297766311136,44.46727663111356,11.375
POULTRY,40,Machala,El Oro,C,3,16,32,0.20102706940618842,0.2010079965042537,1.9072901934730213e-05,7.667975386434212e-06,4.3030164907038225e-09,0.00012674053523758987,0.0005611672278338945,0.0005611672278338945,False,0.0,182.201750625,200.56597893560203,18.364228310602048,2.5625
BABY CARE,52,Manta,Manabi,A,11,16,32,0.21298843548044571,0.21319500652308082,-0.0002065710426351064,-8.803715796847772e-05,0.0,0.00014227169337351474,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.2299174526374303,0.2299174526374303,0.0
MEATS,17,Quito,Pichincha,C,12,16,32,0.16052132491742055,0.16094543565231145,-0.00042411073489090345,-0.0001363375040682284,0.0,8.081126872652872e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,264.33868875,285.8337262924358,21.495037542435824,2.4375
BOOKS,45,Quito,Pichincha,A,11,16,32,0.2308047839898711,0.23126483842416284,-0.00046005443429175674,-0.00021257717874310217,0.0,0.0001670690744314315,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.2538811750126126,0.2538811750126126,0.0
BOOKS,52,Manta,Manabi,A,11,16,32,0.21613610526971813,0.2166193802834132,-0.0004832750136950781,-0.0002091399132073124,0.0,0.00014650791790941415,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.2338688598771818,0.2338688598771818,0.0
EGGS,51,Guayaquil,Guayas,A,17,16,32,0.11729067759554711,0.11781518049160891,-0.0005245028960618042,-0.00012331370344780858,0.0,4.3145295154134844e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,354.3125,356.79821486824375,2.485714868243754,3.8125
BREAD/BAKERY,3,Quito,Pichincha,D,8,16,32,0.10824458233035336,0.10891250933277,-0.000667927002416635,-0.00014504508528806644,0.0,3.6746737912766634e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,1179.361875,1269.3065275180045,89.94465251800453,8.9375
PLAYERS AND ELECTRONICS,48,Quito,Pichincha,A,14,16,32,0.25420490559473363,0.25493622774345087,-0.0007313221487172394,-0.000372346187633224,0.0,0.00020266292585411353,0.0005611672278338945,0.0005611672278338945,False,0.0,26.9375,24.8942670052523,-2.0432329947477013,0.125
HOME AND KITCHEN I,34,Guayaquil,Guayas,B,6,16,32,0.35583248509054866,0.35658873705509647,-0.0007562519645478161,-0.000538769948833201,0.0,0.0003970979465134017,0.0005611672278338945,0.0005611672278338945,False,0.0,30.625,27.68501264862039,-2.9399873513796084,1.1875
BEVERAGES,40,Machala,El Oro,C,3,16,32,0.30540174084281263,0.30617036359166167,-0.0007686227488490349,-0.00047006823202981607,0.0,0.0002925158951654184,0.0005611672278338945,0.0005611672278338945,False,0.0,5328.0625,4571.477611769934,-756.5848882300662,28.0
FROZEN FOODS,45,Quito,Pichincha,A,11,16,32,0.1458215636543276,0.14665843086430091,-0.0008368672099733077,-0.00024476691698581063,0.0,6.668834744586014e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,341.0336875,342.1989928286426,1.1653053286426047,1.3125
PRODUCE,41,Machala,El Oro,D,4,16,32,0.11357711543493694,0.11452670102171962,-0.0009495855867826808,-0.00021660409639736276,0.0,4.045648274938173e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,2165.7021875,2334.6685121355663,168.96632463556602,30.6875
PRODUCE,30,Guayaquil,Guayas,C,3,16,32,0.187539466099502,0.1886236231209843,-0.0010841570214822904,-0.00040781985440085933,0.0,0.00011030413783704381,0.0005611672278338945,0.0005611672278338945,False,0.0,643.4613125,667.4335182216992,23.97220572169914,19.0
CLEANING,33,Quevedo,Los Rios,C,3,16,32,0.22080269424316717,0.2218874660112455,-0.0010847717680783353,-0.00048021778785006797,0.0,0.00015290271274403917,0.0005611672278338945,0.0005611672278338945,False,0.0,1060.4375,1073.4851063735002,13.047606373500187,18.25
BEVERAGES,39,Cuenca,Azuay,B,6,16,32,0.30597356773677337,0.3071758348101435,-0.0012022670733701224,-0.0007371693377387079,0.0,0.0002936123201564922,0.0005611672278338945,0.0005611672278338945,False,0.0,3494.875,4457.257904599711,962.3829045997107,31.3125
GROCERY II,39,Cuenca,Azuay,B,6,16,32,0.33818401065622555,0.33939319778192845,-0.001209187125702893,-0.0008193176371131122,0.0,0.00035868448738446526,0.0005611672278338945,0.0005611672278338945,False,0.0,33.4375,31.13325222770221,-2.304247772297789,0.75
HOME AND KITCHEN I,5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,16,32,0.3661043485837489,0.3673702328728932,-0.0012658842891443145,-0.0009284939491526756,0.0,0.0004203550108058617,0.0005611672278338945,0.0005611672278338945,False,0.0,31.5,23.668340436232636,-7.831659563767363,1.375
BREAD/BAKERY,16,Santo Domingo,Santo Domingo de los Tsachilas,C,3,16,32,0.19220615668575494,0.1935211679743504,-0.001315011288595458,-0.000507235786247763,0.0,0.0001158620059571212,0.0005611672278338945,0.0005611672278338945,False,0.0,160.5625,161.49137344061717,0.9288734406171679,10.5625
PERSONAL CARE,37,Cuenca,Azuay,D,2,16,32,0.2288322793829067,0.23018675240276784,-0.0013544730198611354,-0.000621728894156473,0.0,0.00016422566420312766,0.0005611672278338945,0.0005611672278338945,False,0.0,264.875,283.6111072425425,18.73610724254251,9.6875
HOME APPLIANCES,23,Ambato,Tungurahua,D,9,16,32,0.3866487469610634,0.3880265977042899,-0.0013778507432264941,-0.0010673869994063945,0.0,0.00046885620499515754,0.0005611672278338945,0.0005611672278338945,False,0.8125,0.3125,0.2947409681261651,-0.017759031873834902,0.0
LAWN AND GARDEN,48,Quito,Pichincha,A,14,16,32,0.5182388897656123,0.5197369843397559,-0.001498094574143627,-0.0015549860250892444,0.0,0.0008422993283328979,0.0005611672278338945,0.0005611672278338945,False,0.0,13.5625,15.1036294969665,1.541129496966499,0.8125
MEATS,51,Guayaquil,Guayas,A,17,16,32,0.11916527525137159,0.12076767317052424,-0.0016023979191526483,-0.0003844680572874064,0.0,4.4535455113532337e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,677.470439375,683.9238682585728,6.453428883572805,6.0
BABY CARE,50,Ambato,Tungurahua,A,14,16,32,0.1930811619566714,0.19510418439105964,-0.002023022434388233,-0.0007853076643622309,0.0,0.0001169193147352267,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.19985356929560155,0.19985356929560155,0.0
BEVERAGES,10,Quito,Pichincha,C,15,16,32,0.18569595036643097,0.18776886172809423,-0.0020729113616632655,-0.0007741594521721781,0.0,0.00010814621381509192,0.0005611672278338945,0.0005611672278338945,False,0.0,1500.375,1350.06081513468,-150.31418486531982,25.125
HOME AND KITCHEN I,32,Guayaquil,Guayas,C,3,16,32,0.41904596410629136,0.42115234550131214,-0.0021063813950207844,-0.0017697780874853797,0.0,0.0005507186427834795,0.0005611672278338945,0.0005611672278338945,False,0.0,9.1875,8.421729148951611,-0.7657708510483896,0.4375
BOOKS,3,Quito,Pichincha,D,8,16,32,0.21463837208515515,0.2169881150069305,-0.0023497429217753385,-0.0010142112828953817,0.0,0.00014448447539641923,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.23196737534403788,0.23196737534403788,0.0
POULTRY,45,Quito,Pichincha,A,11,16,32,0.08555348262766706,0.08792274993470854,-0.002369267307041484,-0.0004110115663587604,0.0,2.2955240119132165e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,1340.31324375,1318.5896130312499,-21.723630718750208,5.125
BOOKS,8,Quito,Pichincha,D,8,16,32,0.21962332569343918,0.22204050248258242,-0.002417176789143244,-0.0010675795540712255,0.0,0.00015127368318461866,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.24033495175784808,0.24033495175784808,0.0
BABY CARE,1,Quito,Pichincha,D,13,16,32,0.21061959695642632,0.21310265412821075,-0.0024830571717844307,-0.0010521265744003472,0.0,0.00013912462558564271,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.21029199860357062,0.21029199860357062,0.0
MAGAZINES,24,Guayaquil,Guayas,D,1,16,32,0.5115995312527438,0.5143337966367292,-0.002734265383985357,-0.002805173984725018,0.0,0.0008208555324538929,0.0005611672278338945,0.0005611672278338945,False,0.0,13.0,12.134370488309074,-0.8656295116909268,0.0
PRODUCE,49,Quito,Pichincha,A,11,16,32,0.12148942490818354,0.12433069981238497,-0.002841274904201427,-0.0006984425513162171,0.0,4.628959769766918e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,7471.121875,8152.376502135596,681.2546271355961,40.5
PET SUPPLIES,9,Quito,Pichincha,B,6,16,32,0.4740198997093,0.4768799822659197,-0.0028600825566197363,-0.0027196521655290795,0.0,0.0007046924231107081,0.0005611672278338945,0.0005611672278338945,False,0.0,7.6875,7.573464977100676,-0.11403502289932388,0.0
LADIESWEAR,34,Guayaquil,Guayas,B,6,16,32,0.7282310251136057,0.7312068330626776,-0.002975807949071929,-0.004343006779537473,0.0,0.001663201272741355,0.0005611672278338945,0.0005611672278338945,False,0.3125,1.75,2.34154053615565,0.5915405361556498,0.0625
SEAFOOD,50,Ambato,Tungurahua,A,14,16,32,0.3311686476882631,0.33434746445608815,-0.0031788167678250545,-0.00211555377654217,0.0,0.0003439575787562103,0.0005611672278338945,0.0005611672278338945,False,0.0,19.2792500625,20.049726179746543,0.7704761172465414,0.6875
BABY CARE,44,Quito,Pichincha,A,5,16,32,0.2175132209081287,0.22075035332207724,-0.003237132413948546,-0.0014187172219935415,0.0,0.0001483808220072535,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.2335455938846329,0.2335455938846329,0.0
MEATS,1,Quito,Pichincha,D,13,16,32,0.22380971033988645,0.22705827084319494,-0.0032485605033084897,-0.001464671915877791,0.0,0.00015709570231298742,0.0005611672278338945,0.0005611672278338945,False,0.0,287.80224875,300.5353941509857,12.733145400985737,5.375
PREPARED FOODS,6,Quito,Pichincha,D,13,16,32,0.1949022222916662,0.1982270243749923,-0.003324802083326084,-0.0013070769383337205,0.0,0.00011913518288825751,0.0005611672278338945,0.0005611672278338945,False,0.0,96.6226864375,94.12292303475928,-2.499763402740722,0.0
DAIRY,27,Daule,Guayas,D,1,16,32,0.12448004244138586,0.12800968059474388,-0.0035296381533580223,-0.0008911973597591199,0.0,4.859660266507711e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,1035.1875,1095.6177219557947,60.43022195579456,19.625
PRODUCE,27,Daule,Guayas,D,1,16,32,0.12388717399662512,0.12744422444393716,-0.0035570504473120407,-0.0008939984632465644,0.0,4.8134797209040024e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,2820.4913125000003,3020.247150824516,199.7558383245163,34.5625
PRODUCE,53,Manta,Manabi,D,13,16,32,0.12186764260891186,0.1255153643403874,-0.0036477217314755395,-0.000902384370446721,0.0,4.6578261459771416e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,2096.55055,2270.2256315854293,173.67508158542938,25.9375
BREAD/BAKERY,46,Quito,Pichincha,A,14,16,32,0.13279096158553846,0.13658881852557134,-0.0037978569400328732,-0.00102306586739951,0.0,5.530233713342904e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,916.25,1000.2326514297167,83.98265142971675,9.0625
EGGS,3,Quito,Pichincha,D,8,16,32,0.10027432515262077,0.10411733431851036,-0.003843009165889588,-0.0007854790207789415,0.0,3.153450001376128e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,482.4375,514.0114688995532,31.57396889955319,3.8125
EGGS,34,Guayaquil,Guayas,B,6,16,32,0.37559228393592914,0.3794623562577178,-0.0038700723217886535,-0.00292211606445153,0.0,0.0004424251197994851,0.0005611672278338945,0.0005611672278338945,False,0.0,123.875,133.34920153221225,9.474201532212259,3.5
MEATS,45,Quito,Pichincha,A,11,16,32,0.12410830428036393,0.12814647984692745,-0.004038175566563523,-0.0010186491058115834,0.0,4.830678532513197e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,1204.035833125,1241.7198885221728,37.68405539717282,6.6875
DELI,24,Guayaquil,Guayas,D,1,16,32,0.1175168216567844,0.12166392109571104,-0.004147099438926646,-0.0009919063240709323,0.0,4.3311829419015856e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,275.9321875,299.08049175329,23.148304253290014,14.4375
BOOKS,38,Loja,Loja,D,4,16,32,0.2065766828377738,0.21087518473050645,-0.004298501892732648,-0.001794417642867037,0.0,0.00013383479946361726,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.22099870340140795,0.22099870340140795,0.0
BABY CARE,18,Quito,Pichincha,B,16,16,32,0.41543945098485996,0.4198069857311231,-0.004367534746263113,-0.003647967834049498,0.0,0.0005412799310828977,0.0005611672278338945,0.0005611672278338945,False,0.875,0.3125,0.2232349490993553,-0.08926505090064468,0.0
PRODUCE,7,Quito,Pichincha,D,8,16,32,0.14787083361234932,0.15234162538061508,-0.004470791768265758,-0.0013421873903965605,0.0,6.857589686702798e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,4864.77625,5321.1625667623475,456.38631676234775,35.3125
BREAD/BAKERY,43,Esmeraldas,Esmeraldas,E,10,16,32,0.14194642998267493,0.14656626720528032,-0.004619837222605394,-0.0013328816976631921,0.0,6.319102535884096e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,601.9375,623.6124288526595,21.67492885265945,17.0625
MEATS,49,Quito,Pichincha,A,11,16,32,0.10535820839559114,0.11025234349141394,-0.004894135095822802,-0.001055227169019915,0.0,3.481314088283898e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,846.5366875,857.492394960798,10.95570746079808,6.6875
MAGAZINES,47,Quito,Pichincha,A,14,16,32,0.4388018201555818,0.4439048497170034,-0.005103029561421613,-0.004504478230423825,0.0,0.0006038697775085751,0.0005611672278338945,0.0005611672278338945,False,0.0,16.25,12.312387503499519,-3.937612496500481,0.0
HOME AND KITCHEN I,12,Latacunga,Cotopaxi,C,15,16,32,0.46351112231389463,0.46885076565570927,-0.005339643341814637,-0.004978479947258613,0.0,0.000673793432423485,0.0005611672278338945,0.0005611672278338945,False,0.0,14.75,11.674599974465064,-3.075400025534935,0.5
BOOKS,6,Quito,Pichincha,D,13,16,32,0.19789313316436258,0.2033828953590318,-0.005489762194669234,-0.0022029099710147437,0.0,0.00012281966344664124,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.20648305639602854,0.20648305639602854,0.0
BOOKS,2,Quito,Pichincha,D,13,16,32,0.19889664231761248,0.2046074485267037,-0.005710806209091229,-0.0023043336673874357,0.0,0.00012406845014656297,0.0005611672278338945,0.0005611672278338945,False,1.0,0.0,0.20752749557611788,0.20752749557611788,0.0
BREAD/BAKERY,8,Quito,Pichincha,D,8,16,32,0.12291114859013395,0.1286228247676295,-0.005711676177495559,-0.001436680603458338,0.0,4.7379340155989315e-05,0.0005611672278338945,0.0005611672278338945,False,0.0,793.998875,856.3892206797142,62.39034567971417,7.625
