family,store_nbr,city,state,store_type,cluster,promotion_bin,fold3_row_count,prior_row_count,fold3_rmsle,prior_rmsle,rmsle_delta,msle_delta,positive_msle_delta_contribution,fold3_error_share,fold3_row_share,prior_row_share,new_in_target_fold,fold3_actual_zero_rate,fold3_mean_actual_sales,fold3_mean_predicted_sales,fold3_mean_signed_error,fold3_mean_onpromotion
BEVERAGES,5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,6-10,10,0,0.23886830590081642,,,,0.0,0.00011184164086343375,0.00035072951739618404,0.0,True,0.0,1703.8,2066.945315559842,363.14531555984223,8.9
HOME CARE,52,Manta,Manabi,A,11,2-5,6,0,0.30737896653022373,,,,0.0,0.00011111840879563833,0.00021043771043771043,0.0,True,0.0,306.1666666666667,415.80229615969296,109.63562949302627,4.5
PERSONAL CARE,5,Santo Domingo,Santo Domingo de los Tsachilas,D,4,11-50,6,0,0.3064341825663627,,,,0.0,0.00011043637417171539,0.00021043771043771043,0.0,True,0.0,246.83333333333334,303.05766098684387,56.224327653510535,12.333333333333334
BEVERAGES,7,Quito,Pichincha,D,8,6-10,10,0,0.2370649119328341,,,,0.0,0.00011015926471963566,0.00035072951739618404,0.0,True,0.0,3516.3,4316.27189477685,799.97189477685,8.4
GROCERY I,2,Quito,Pichincha,D,13,11-50,13,0,0.2018016890310973,,,,0.0,0.00010377181606570813,0.00045594837261503927,0.0,True,0.0,3544.3846153846152,4285.156295441776,740.771680057161,35.69230769230769
GROCERY I,52,Manta,Manabi,A,11,11-50,13,0,0.19797408488465276,,,,0.0,9.987263581131586e-05,0.00045594837261503927,0.0,True,0.0,6239.0,7125.173286025057,886.1732860250561,39.46153846153846
CLEANING,41,Machala,El Oro,D,4,6-10,4,0,0.3544728242785241,,,,0.0,9.851726657989654e-05,0.00014029180695847364,0.0,True,0.0,775.0,1064.3365855718248,289.3365855718249,9.25
LADIESWEAR,46,Quito,Pichincha,A,14,6-10,6,0,0.28694407400291133,,,,0.0,9.683497432338302e-05,0.00021043771043771043,0.0,True,0.0,42.833333333333336,53.73948771717488,10.906154383841553,8.666666666666666
BEVERAGES,50,Ambato,Tungurahua,A,14,6-10,8,0,0.24637952266502175,,,,0.0,9.518876169537315e-05,0.0002805836139169473,0.0,True,0.0,4359.5,5470.809123830227,1111.3091238302268,8.75
CLEANING,50,Ambato,Tungurahua,A,14,6-10,4,0,0.34729281821760377,,,,0.0,9.45666637064239e-05,0.00014029180695847364,0.0,True,0.0,1523.0,2140.6850262345406,617.6850262345407,9.5
CLEANING,52,Manta,Manabi,A,11,6-10,5,0,0.302181417360161,,,,0.0,8.949360098844528e-05,0.00017536475869809202,0.0,True,0.0,1433.4,1931.911463261699,498.5114632616991,9.6
DELI,38,Loja,Loja,D,4,2-5,5,0,0.30047269883313116,,,,0.0,8.848435941718148e-05,0.00017536475869809202,0.0,True,0.0,144.1456,187.2250485336261,43.07944853362609,4.2
DELI,16,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2-5,12,0,0.193136326915093,,,,0.0,8.773960049909215e-05,0.00042087542087542086,0.0,True,0.0,154.91666666666666,164.9372734907857,10.020606824119055,3.9166666666666665
BEVERAGES,53,Manta,Manabi,D,13,6-10,11,0,0.19939691972897367,,,,0.0,8.572668822676877e-05,0.00038580246913580245,0.0,True,0.0,2140.0,2494.183284129001,354.1832841290007,8.636363636363637
GROCERY I,41,Machala,El Oro,D,4,11-50,14,0,0.1766700141642607,,,,0.0,8.565252978676512e-05,0.0004910213243546577,0.0,True,0.0,3728.5714285714284,4229.769779666157,501.19835109472814,35.214285714285715
GROCERY I,49,Quito,Pichincha,A,11,11-50,13,0,0.18180434267122425,,,,0.0,8.422447820243723e-05,0.00045594837261503927,0.0,True,0.0,7440.0,8721.906093687097,1281.9060936870965,39.69230769230769
LINGERIE,3,Quito,Pichincha,D,8,2-5,7,0,0.2450542720160217,,,,0.0,8.239655743989875e-05,0.00024551066217732886,0.0,True,0.0,22.285714285714285,24.78987008643048,2.504155800716192,2.857142857142857
